OrderID,Date,Quantity,FanId,ProdId,Cost,Unit Price
151114,7/21/20,7,FAN-8971591,PROD-0002, $ 703.30 ," $ 1,399.99 "
151114,7/21/20,3,FAN-8971591,PROD-0003, $ 55.00 , $ 109.99 
154192,7/26/20,7,FAN-3033395,PROD-0004, $ 9.40 , $ 9.99 
158647,9/23/20,8,FAN-2792670,PROD-0006, $ 179.60 , $ 349.99 
160181,8/12/20,6,FAN-3033395,PROD-0008, $ 92.60 , $ 179.99 
160181,8/12/20,2,FAN-3033395,PROD-0009, $ 10.50 , $ 19.99 
160181,8/12/20,8,FAN-3033395,PROD-0010, $ 16.60 , $ 29.99 
160181,8/12/20,3,FAN-3033395,PROD-0011, $ 294.00 , $ 579.99 
176919,9/7/20,1,FAN-3248800,PROD-0004, $ 9.40 , $ 9.99 
179596,6/28/20,1,FAN-9701199,PROD-0005," $ 1,682.10 "," $ 3,359.99 "
198548,8/7/20,9,FAN-1394118,PROD-0009, $ 10.50 , $ 19.99 
205837,5/14/20,5,FAN-3884983,PROD-0015, $ 142.20 , $ 279.99 
206196,8/3/20,1,FAN-4064652,PROD-0016, $ 46.40 , $ 89.99 
206196,8/3/20,8,FAN-4064652,PROD-0017, $ 5.30 , $ 9.99 
221061,6/4/20,4,FAN-3312849,PROD-0008, $ 92.60 , $ 179.99 
225110,7/10/20,5,FAN-9065391,PROD-0015, $ 142.20 , $ 279.99 
225110,7/10/20,2,FAN-9065391,PROD-0016, $ 46.40 , $ 89.99 
225110,7/10/20,1,FAN-9065391,PROD-0017, $ 5.30 , $ 9.99 
230305,7/31/20,4,FAN-9255968,PROD-0002, $ 703.30 ," $ 1,399.99 "
232292,11/22/20,3,FAN-1609646,PROD-0003, $ 55.00 , $ 109.99 
239323,8/22/20,6,FAN-6443902,PROD-0008, $ 92.60 , $ 179.99 
239323,8/22/20,2,FAN-6443902,PROD-0009, $ 10.50 , $ 19.99 
239323,8/22/20,7,FAN-6443902,PROD-0010, $ 16.60 , $ 29.99 
239323,8/22/20,2,FAN-6443902,PROD-0011, $ 294.00 , $ 579.99 
239323,8/22/20,3,FAN-6443902,PROD-0012, $ 18.70 , $ 29.99 
239323,8/22/20,8,FAN-6443902,PROD-0013, $ 96.10 , $ 189.99 
248493,5/26/20,2,FAN-5338519,PROD-0018, $ 15.40 , $ 29.99 
248493,5/26/20,7,FAN-5338519,PROD-0019, $ 6.20 , $ 9.99 
248493,5/26/20,8,FAN-5338519,PROD-0020, $ 66.30 , $ 129.99 
248493,5/26/20,8,FAN-5338519,PROD-0001, $ 125.70 , $ 249.99 
268778,10/19/20,6,FAN-4006863,PROD-0019, $ 6.20 , $ 9.99 
293131,7/3/20,6,FAN-2010151,PROD-0016, $ 46.40 , $ 89.99 
293131,7/3/20,7,FAN-2010151,PROD-0017, $ 5.30 , $ 9.99 
296221,8/20/20,7,FAN-3503668,PROD-0018, $ 15.40 , $ 29.99 
302325,12/14/20,4,FAN-2959449,PROD-0020, $ 66.30 , $ 129.99 
319816,10/19/20,5,FAN-8731197,PROD-0008, $ 92.60 , $ 179.99 
319816,10/19/20,3,FAN-8731197,PROD-0009, $ 10.50 , $ 19.99 
319816,10/19/20,3,FAN-8731197,PROD-0010, $ 16.60 , $ 29.99 
339954,5/16/20,1,FAN-1822456,PROD-0014, $ 14.40 , $ 19.99 
339954,5/16/20,3,FAN-1822456,PROD-0015, $ 142.20 , $ 279.99 
369638,5/9/20,8,FAN-2959449,PROD-0016, $ 46.40 , $ 89.99 
389482,8/21/20,1,FAN-8052991,PROD-0005," $ 1,682.10 "," $ 3,359.99 "
389482,8/21/20,9,FAN-8052991,PROD-0006, $ 179.60 , $ 349.99 
393512,11/25/20,3,FAN-8052991,PROD-0009, $ 10.50 , $ 19.99 
393512,11/25/20,7,FAN-8052991,PROD-0010, $ 16.60 , $ 29.99 
393512,11/25/20,8,FAN-8052991,PROD-0011, $ 294.00 , $ 579.99 
398040,10/29/20,8,FAN-5296137,PROD-0013, $ 96.10 , $ 189.99 
405601,10/3/20,8,FAN-8712304,PROD-0011, $ 294.00 , $ 579.99 
410335,9/14/20,6,FAN-1260526,PROD-0015, $ 142.20 , $ 279.99 
410335,9/14/20,5,FAN-1260526,PROD-0016, $ 46.40 , $ 89.99 
416277,9/20/20,7,FAN-2742716,PROD-0019, $ 6.20 , $ 9.99 
430900,9/6/20,8,FAN-8198382,PROD-0005," $ 1,682.10 "," $ 3,359.99 "
430900,9/6/20,1,FAN-8198382,PROD-0006, $ 179.60 , $ 349.99 
430900,9/6/20,3,FAN-8198382,PROD-0007, $ 241.50 , $ 479.99 
430900,9/6/20,7,FAN-8198382,PROD-0008, $ 92.60 , $ 179.99 
438621,5/31/20,9,FAN-6320785,PROD-0013, $ 96.10 , $ 189.99 
460338,6/12/20,3,FAN-8078831,PROD-0014, $ 14.40 , $ 19.99 
464633,10/24/20,6,FAN-9239338,PROD-0016, $ 46.40 , $ 89.99 
480522,6/28/20,2,FAN-3961981,PROD-0007, $ 241.50 , $ 479.99 
498054,12/22/20,1,FAN-8877754,PROD-0017, $ 5.30 , $ 9.99 
498054,12/22/20,2,FAN-8877754,PROD-0018, $ 15.40 , $ 29.99 
515886,10/29/20,2,FAN-4502391,PROD-0013, $ 96.10 , $ 189.99 
518982,7/15/20,4,FAN-7337276,PROD-0014, $ 14.40 , $ 19.99 
519855,6/16/20,4,FAN-7723409,PROD-0015, $ 142.20 , $ 279.99 
529100,10/24/20,5,FAN-3961981,PROD-0019, $ 6.20 , $ 9.99 
550664,7/21/20,4,FAN-8573412,PROD-0006, $ 179.60 , $ 349.99 
568756,7/4/20,4,FAN-4502391,PROD-0005," $ 1,682.10 "," $ 3,359.99 "
570398,9/10/20,9,FAN-7337276,PROD-0014, $ 14.40 , $ 19.99 
577386,9/15/20,8,FAN-3961981,PROD-0019, $ 6.20 , $ 9.99 
577386,9/15/20,7,FAN-3961981,PROD-0020, $ 66.30 , $ 129.99 
577386,9/15/20,5,FAN-3961981,PROD-0001, $ 125.70 , $ 249.99 
582976,8/13/20,9,FAN-8641093,PROD-0005," $ 1,682.10 "," $ 3,359.99 "
585167,11/15/20,2,FAN-9776469,PROD-0006, $ 179.60 , $ 349.99 
591752,5/15/20,6,FAN-3007236,PROD-0009, $ 10.50 , $ 19.99 
603518,11/2/20,5,FAN-4899454,PROD-0015, $ 142.20 , $ 279.99 
604427,6/10/20,9,FAN-3383275,PROD-0016, $ 46.40 , $ 89.99 
611473,7/22/20,1,FAN-9951084,PROD-0017, $ 5.30 , $ 9.99 
614544,11/9/20,1,FAN-3347106,PROD-0018, $ 15.40 , $ 29.99 
637206,10/3/20,9,FAN-7165972,PROD-0001, $ 125.70 , $ 249.99 
647116,8/12/20,6,FAN-1888427,PROD-0008, $ 92.60 , $ 179.99 
647211,9/16/20,4,FAN-1891941,PROD-0009, $ 10.50 , $ 19.99 
655850,6/16/20,2,FAN-2139863,PROD-0017, $ 5.30 , $ 9.99 
663384,7/9/20,8,FAN-9915318,PROD-0001, $ 125.70 , $ 249.99 
679777,10/27/20,3,FAN-4114651,PROD-0007, $ 241.50 , $ 479.99 
691927,10/2/20,5,FAN-8832440,PROD-0017, $ 5.30 , $ 9.99 
697813,10/28/20,3,FAN-9664582,PROD-0001, $ 125.70 , $ 249.99 
697813,10/28/20,4,FAN-9664582,PROD-0002, $ 703.30 ," $ 1,399.99 "
697813,10/28/20,8,FAN-9664582,PROD-0003, $ 55.00 , $ 109.99 
723412,10/15/20,5,FAN-3984236,PROD-0001, $ 125.70 , $ 249.99 
724093,9/27/20,8,FAN-9704369,PROD-0002, $ 703.30 ," $ 1,399.99 "
727541,7/10/20,9,FAN-7419788,PROD-0004, $ 9.40 , $ 9.99 
727541,7/10/20,5,FAN-7419788,PROD-0005," $ 1,682.10 "," $ 3,359.99 "
727541,7/10/20,1,FAN-7419788,PROD-0006, $ 179.60 , $ 349.99 
729231,5/14/20,9,FAN-3768183,PROD-0007, $ 241.50 , $ 479.99 
749440,9/3/20,5,FAN-7404798,PROD-0013, $ 96.10 , $ 189.99 
759300,5/24/20,5,FAN-5580824,PROD-0018, $ 15.40 , $ 29.99 
759300,5/24/20,6,FAN-5580824,PROD-0019, $ 6.20 , $ 9.99 
759300,5/24/20,9,FAN-5580824,PROD-0020, $ 66.30 , $ 129.99 
759300,5/24/20,2,FAN-5580824,PROD-0001, $ 125.70 , $ 249.99 
759709,9/3/20,6,FAN-5577886,PROD-0002, $ 703.30 ," $ 1,399.99 "
768711,10/27/20,8,FAN-4493681,PROD-0006, $ 179.60 , $ 349.99 
772780,9/25/20,5,FAN-4260800,PROD-0008, $ 92.60 , $ 179.99 
772780,9/25/20,2,FAN-4260800,PROD-0009, $ 10.50 , $ 19.99 
774562,6/6/20,1,FAN-3768183,PROD-0012, $ 18.70 , $ 29.99 
775739,6/9/20,8,FAN-6217413,PROD-0013, $ 96.10 , $ 189.99 
779865,12/4/20,9,FAN-7404798,PROD-0001, $ 125.70 , $ 249.99 
785508,10/24/20,7,FAN-4979379,PROD-0007, $ 241.50 , $ 479.99 
785508,10/24/20,1,FAN-4979379,PROD-0008, $ 92.60 , $ 179.99 
792636,11/20/20,6,FAN-7560477,PROD-0013, $ 96.10 , $ 189.99 
792636,11/20/20,6,FAN-7560477,PROD-0014, $ 14.40 , $ 19.99 
792636,11/20/20,9,FAN-7560477,PROD-0015, $ 142.20 , $ 279.99 
792636,11/20/20,7,FAN-7560477,PROD-0016, $ 46.40 , $ 89.99 
792636,11/20/20,4,FAN-7560477,PROD-0017, $ 5.30 , $ 9.99 
792636,11/20/20,3,FAN-7560477,PROD-0018, $ 15.40 , $ 29.99 
803170,12/30/20,2,FAN-8090324,PROD-0005," $ 1,682.10 "," $ 3,359.99 "
803170,12/30/20,9,FAN-8090324,PROD-0006, $ 179.60 , $ 349.99 
807363,9/25/20,9,FAN-5846137,PROD-0009, $ 10.50 , $ 19.99 
812448,7/25/20,1,FAN-6217413,PROD-0016, $ 46.40 , $ 89.99 
830071,6/29/20,6,FAN-5577886,PROD-0008, $ 92.60 , $ 179.99 
845182,8/18/20,7,FAN-6879382,PROD-0017, $ 5.30 , $ 9.99 
845182,8/18/20,6,FAN-6879382,PROD-0018, $ 15.40 , $ 29.99 
845182,8/18/20,3,FAN-6879382,PROD-0019, $ 6.20 , $ 9.99 
845182,8/18/20,3,FAN-6879382,PROD-0020, $ 66.30 , $ 129.99 
845182,8/18/20,8,FAN-6879382,PROD-0001, $ 125.70 , $ 249.99 
851018,7/27/20,7,FAN-6403070,PROD-0010, $ 16.60 , $ 29.99 
851018,7/27/20,4,FAN-6403070,PROD-0011, $ 294.00 , $ 579.99 
851018,7/27/20,2,FAN-6403070,PROD-0012, $ 18.70 , $ 29.99 
854476,9/17/20,7,FAN-7870436,PROD-0015, $ 142.20 , $ 279.99 
861058,9/11/20,5,FAN-9915193,PROD-0001, $ 125.70 , $ 249.99 
870527,10/2/20,9,FAN-2142178,PROD-0009, $ 10.50 , $ 19.99 
877410,10/25/20,3,FAN-4493681,PROD-0012, $ 18.70 , $ 29.99 
22713,9/2/21,6,FAN-2373198,PROD-0011, $ 294.00 , $ 579.99 
29276,8/13/21,2,FAN-6619778,PROD-0014, $ 14.40 , $ 19.99 
32962,8/26/21,3,FAN-9660505,PROD-0018, $ 15.40 , $ 29.99 
35504,9/15/21,9,FAN-7160701,PROD-0001, $ 125.70 , $ 249.99 
35504,9/15/21,8,FAN-7160701,PROD-0002, $ 703.30 ," $ 1,399.99 "
35504,9/15/21,1,FAN-7160701,PROD-0003, $ 55.00 , $ 109.99 
35504,9/15/21,2,FAN-7160701,PROD-0004, $ 9.40 , $ 9.99 
35504,9/15/21,1,FAN-7160701,PROD-0005," $ 1,682.10 "," $ 3,359.99 "
39533,6/15/21,2,FAN-6246845,PROD-0014, $ 14.40 , $ 19.99 
48074,7/25/21,6,FAN-6120777,PROD-0020, $ 66.30 , $ 129.99 
49716,10/26/21,6,FAN-9243232,PROD-0001, $ 125.70 , $ 249.99 
53627,2/2/21,4,FAN-9753719,PROD-0006, $ 179.60 , $ 349.99 
55728,10/28/21,4,FAN-8731778,PROD-0008, $ 92.60 , $ 179.99 
61064,5/10/21,3,FAN-6610302,PROD-0009, $ 10.50 , $ 19.99 
82280,6/16/21,5,FAN-1031599,PROD-0016, $ 46.40 , $ 89.99 
95673,10/7/21,3,FAN-1077692,PROD-0006, $ 179.60 , $ 349.99 
110995,5/6/21,8,FAN-6712707,PROD-0012, $ 18.70 , $ 29.99 
111097,8/27/21,1,FAN-7405266,PROD-0013, $ 96.10 , $ 189.99 
113328,7/12/21,3,FAN-7575571,PROD-0014, $ 14.40 , $ 19.99 
114482,4/20/21,4,FAN-1389636,PROD-0015, $ 142.20 , $ 279.99 
125122,1/9/21,6,FAN-8293439,PROD-0004, $ 9.40 , $ 9.99 
125300,6/26/21,5,FAN-8780478,PROD-0005," $ 1,682.10 "," $ 3,359.99 "
125300,6/26/21,1,FAN-8780478,PROD-0006, $ 179.60 , $ 349.99 
125300,6/26/21,6,FAN-8780478,PROD-0007, $ 241.50 , $ 479.99 
125300,6/26/21,9,FAN-8780478,PROD-0008, $ 92.60 , $ 179.99 
125300,6/26/21,2,FAN-8780478,PROD-0009, $ 10.50 , $ 19.99 
125300,6/26/21,9,FAN-8780478,PROD-0010, $ 16.60 , $ 29.99 
125300,6/26/21,8,FAN-8780478,PROD-0011, $ 294.00 , $ 579.99 
125300,6/26/21,3,FAN-8780478,PROD-0012, $ 18.70 , $ 29.99 
131563,5/20/21,3,FAN-1239497,PROD-0016, $ 46.40 , $ 89.99 
141967,11/2/21,6,FAN-6217413,PROD-0001, $ 125.70 , $ 249.99 
141967,11/2/21,9,FAN-6217413,PROD-0002, $ 703.30 ," $ 1,399.99 "
141967,11/2/21,6,FAN-6217413,PROD-0003, $ 55.00 , $ 109.99 
141967,11/2/21,6,FAN-6217413,PROD-0004, $ 9.40 , $ 9.99 
147953,7/18/21,9,FAN-8994678,PROD-0007, $ 241.50 , $ 479.99 
150535,3/26/21,7,FAN-5092760,PROD-0009, $ 10.50 , $ 19.99 
150535,3/26/21,5,FAN-5092760,PROD-0010, $ 16.60 , $ 29.99 
150535,3/26/21,8,FAN-5092760,PROD-0011, $ 294.00 , $ 579.99 
150535,3/26/21,6,FAN-5092760,PROD-0012, $ 18.70 , $ 29.99 
150535,3/26/21,4,FAN-5092760,PROD-0013, $ 96.10 , $ 189.99 
150535,3/26/21,2,FAN-5092760,PROD-0014, $ 14.40 , $ 19.99 
159025,11/17/21,5,FAN-4876744,PROD-0007, $ 241.50 , $ 479.99 
174903,2/27/21,2,FAN-9144735,PROD-0003, $ 55.00 , $ 109.99 
184799,6/26/21,2,FAN-8259192,PROD-0007, $ 241.50 , $ 479.99 
201163,7/30/21,9,FAN-3848921,PROD-0011, $ 294.00 , $ 579.99 
203852,8/6/21,1,FAN-4653087,PROD-0012, $ 18.70 , $ 29.99 
205089,3/2/21,3,FAN-3949120,PROD-0014, $ 14.40 , $ 19.99 
213402,12/12/21,7,FAN-5296137,PROD-0002, $ 703.30 ," $ 1,399.99 "
213402,12/12/21,4,FAN-5296137,PROD-0003, $ 55.00 , $ 109.99 
213402,12/12/21,6,FAN-5296137,PROD-0004, $ 9.40 , $ 9.99 
213686,1/23/21,7,FAN-8158333,PROD-0005," $ 1,682.10 "," $ 3,359.99 "
220901,5/14/21,3,FAN-6322324,PROD-0007, $ 241.50 , $ 479.99 
224923,7/28/21,9,FAN-9065391,PROD-0014, $ 14.40 , $ 19.99 
228882,10/7/21,6,FAN-3480833,PROD-0018, $ 15.40 , $ 29.99 
228882,10/7/21,5,FAN-3480833,PROD-0019, $ 6.20 , $ 9.99 
232965,4/28/21,2,FAN-4631058,PROD-0004, $ 9.40 , $ 9.99 
236858,9/19/21,7,FAN-8877754,PROD-0005," $ 1,682.10 "," $ 3,359.99 "
243132,3/8/21,6,FAN-5532874,PROD-0014, $ 14.40 , $ 19.99 
243132,3/8/21,3,FAN-5532874,PROD-0015, $ 142.20 , $ 279.99 
248301,5/26/21,3,FAN-6588568,PROD-0017, $ 5.30 , $ 9.99 
249014,3/3/21,5,FAN-3421186,PROD-0002, $ 703.30 ," $ 1,399.99 "
268255,2/25/21,7,FAN-8573412,PROD-0016, $ 46.40 , $ 89.99 
268255,2/25/21,7,FAN-8573412,PROD-0017, $ 5.30 , $ 9.99 
268255,2/25/21,2,FAN-8573412,PROD-0018, $ 15.40 , $ 29.99 
269543,1/10/21,3,FAN-2306653,PROD-0020, $ 66.30 , $ 129.99 
269543,1/10/21,3,FAN-2306653,PROD-0001, $ 125.70 , $ 249.99 
269543,1/10/21,2,FAN-2306653,PROD-0002, $ 703.30 ," $ 1,399.99 "
274686,8/6/21,5,FAN-7033922,PROD-0005," $ 1,682.10 "," $ 3,359.99 "
291454,4/28/21,5,FAN-8957898,PROD-0010, $ 16.60 , $ 29.99 
291454,4/28/21,2,FAN-8957898,PROD-0011, $ 294.00 , $ 579.99 
291454,4/28/21,4,FAN-8957898,PROD-0012, $ 18.70 , $ 29.99 
291454,4/28/21,2,FAN-8957898,PROD-0013, $ 96.10 , $ 189.99 
291717,4/19/21,4,FAN-4064652,PROD-0014, $ 14.40 , $ 19.99 
308489,1/29/21,4,FAN-2815399,PROD-0002, $ 703.30 ," $ 1,399.99 "
309908,12/19/21,8,FAN-1609646,PROD-0004, $ 9.40 , $ 9.99 
310607,6/19/21,8,FAN-4631058,PROD-0005," $ 1,682.10 "," $ 3,359.99 "
322495,5/1/21,1,FAN-6609153,PROD-0011, $ 294.00 , $ 579.99 
322495,5/1/21,3,FAN-6609153,PROD-0012, $ 18.70 , $ 29.99 
323483,6/21/21,7,FAN-6588568,PROD-0013, $ 96.10 , $ 189.99 
324173,7/24/21,9,FAN-3421186,PROD-0017, $ 5.30 , $ 9.99 
326874,5/18/21,2,FAN-4694466,PROD-0018, $ 15.40 , $ 29.99 
330140,10/2/21,9,FAN-3101105,PROD-0020, $ 66.30 , $ 129.99 
330140,10/2/21,5,FAN-3101105,PROD-0001, $ 125.70 , $ 249.99 
330140,10/2/21,9,FAN-3101105,PROD-0002, $ 703.30 ," $ 1,399.99 "
332171,6/3/21,5,FAN-8379456,PROD-0003, $ 55.00 , $ 109.99 
332171,6/3/21,3,FAN-8379456,PROD-0004, $ 9.40 , $ 9.99 
332171,6/3/21,1,FAN-8379456,PROD-0005," $ 1,682.10 "," $ 3,359.99 "
332171,6/3/21,1,FAN-8379456,PROD-0006, $ 179.60 , $ 349.99 
337072,6/14/21,6,FAN-2385979,PROD-0011, $ 294.00 , $ 579.99 
337072,6/14/21,5,FAN-2385979,PROD-0012, $ 18.70 , $ 29.99 
337072,6/14/21,5,FAN-2385979,PROD-0013, $ 96.10 , $ 189.99 
341947,5/28/21,2,FAN-6069281,PROD-0016, $ 46.40 , $ 89.99 
341947,5/28/21,2,FAN-6069281,PROD-0017, $ 5.30 , $ 9.99 
341947,5/28/21,2,FAN-6069281,PROD-0018, $ 15.40 , $ 29.99 
341947,5/28/21,4,FAN-6069281,PROD-0019, $ 6.20 , $ 9.99 
348523,11/27/21,1,FAN-4006863,PROD-0002, $ 703.30 ," $ 1,399.99 "
349532,5/3/21,5,FAN-4821689,PROD-0003, $ 55.00 , $ 109.99 
353400,11/27/21,1,FAN-7033922,PROD-0004, $ 9.40 , $ 9.99 
355285,12/29/21,4,FAN-2741024,PROD-0006, $ 179.60 , $ 349.99 
355285,12/29/21,5,FAN-2741024,PROD-0007, $ 241.50 , $ 479.99 
355285,12/29/21,3,FAN-2741024,PROD-0008, $ 92.60 , $ 179.99 
355285,12/29/21,8,FAN-2741024,PROD-0009, $ 10.50 , $ 19.99 
355285,12/29/21,2,FAN-2741024,PROD-0010, $ 16.60 , $ 29.99 
355285,12/29/21,4,FAN-2741024,PROD-0011, $ 294.00 , $ 579.99 
355285,12/29/21,9,FAN-2741024,PROD-0012, $ 18.70 , $ 29.99 
364032,2/3/21,9,FAN-3503668,PROD-0014, $ 14.40 , $ 19.99 
367385,10/23/21,9,FAN-1306732,PROD-0015, $ 142.20 , $ 279.99 
371587,2/27/21,1,FAN-6403070,PROD-0017, $ 5.30 , $ 9.99 
371587,2/27/21,5,FAN-6403070,PROD-0018, $ 15.40 , $ 29.99 
388951,11/24/21,4,FAN-1545810,PROD-0004, $ 9.40 , $ 9.99 
391169,10/24/21,8,FAN-6313568,PROD-0007, $ 241.50 , $ 479.99 
393241,11/1/21,5,FAN-7830774,PROD-0008, $ 92.60 , $ 179.99 
408199,4/23/21,5,FAN-3435455,PROD-0013, $ 96.10 , $ 189.99 
409109,7/3/21,2,FAN-1960602,PROD-0014, $ 14.40 , $ 19.99 
430948,3/31/21,9,FAN-1071081,PROD-0009, $ 10.50 , $ 19.99 
440519,5/6/21,1,FAN-4052700,PROD-0016, $ 46.40 , $ 89.99 
441730,10/3/21,7,FAN-2792670,PROD-0017, $ 5.30 , $ 9.99 
441730,10/3/21,4,FAN-2792670,PROD-0018, $ 15.40 , $ 29.99 
442010,5/8/21,5,FAN-5711714,PROD-0019, $ 6.20 , $ 9.99 
442010,5/8/21,8,FAN-5711714,PROD-0020, $ 66.30 , $ 129.99 
442010,5/8/21,3,FAN-5711714,PROD-0001, $ 125.70 , $ 249.99 
442010,5/8/21,7,FAN-5711714,PROD-0002, $ 703.30 ," $ 1,399.99 "
442010,5/8/21,6,FAN-5711714,PROD-0003, $ 55.00 , $ 109.99 
442010,5/8/21,2,FAN-5711714,PROD-0004, $ 9.40 , $ 9.99 
442010,5/8/21,1,FAN-5711714,PROD-0005," $ 1,682.10 "," $ 3,359.99 "
442010,5/8/21,4,FAN-5711714,PROD-0006, $ 179.60 , $ 349.99 
445335,8/22/21,8,FAN-8696017,PROD-0007, $ 241.50 , $ 479.99 
449032,4/21/21,3,FAN-1545374,PROD-0008, $ 92.60 , $ 179.99 
450010,9/14/21,8,FAN-5102264,PROD-0011, $ 294.00 , $ 579.99 
451870,12/23/21,5,FAN-4748204,PROD-0013, $ 96.10 , $ 189.99 
463183,3/9/21,8,FAN-1733338,PROD-0015, $ 142.20 , $ 279.99 
468212,10/25/21,1,FAN-7196370,PROD-0017, $ 5.30 , $ 9.99 
468481,6/12/21,8,FAN-9606728,PROD-0018, $ 15.40 , $ 29.99 
473995,12/31/21,9,FAN-7337276,PROD-0020, $ 66.30 , $ 129.99 
478039,9/21/21,9,FAN-9776469,PROD-0006, $ 179.60 , $ 349.99 
482080,7/22/21,7,FAN-8771501,PROD-0008, $ 92.60 , $ 179.99 
491850,3/27/21,4,FAN-2390444,PROD-0011, $ 294.00 , $ 579.99 
492916,7/17/21,2,FAN-9794581,PROD-0012, $ 18.70 , $ 29.99 
492916,7/17/21,3,FAN-9794581,PROD-0013, $ 96.10 , $ 189.99 
492916,7/17/21,4,FAN-9794581,PROD-0014, $ 14.40 , $ 19.99 
502551,3/25/21,5,FAN-3383275,PROD-0019, $ 6.20 , $ 9.99 
509924,5/13/21,9,FAN-4648879,PROD-0020, $ 66.30 , $ 129.99 
509924,5/13/21,7,FAN-4648879,PROD-0001, $ 125.70 , $ 249.99 
511920,1/8/21,4,FAN-9951084,PROD-0002, $ 703.30 ," $ 1,399.99 "
512655,10/24/21,5,FAN-1306732,PROD-0007, $ 241.50 , $ 479.99 
512655,10/24/21,3,FAN-1306732,PROD-0008, $ 92.60 , $ 179.99 
512655,10/24/21,9,FAN-1306732,PROD-0009, $ 10.50 , $ 19.99 
520694,5/27/21,4,FAN-7007002,PROD-0016, $ 46.40 , $ 89.99 
525785,6/12/21,4,FAN-8641093,PROD-0017, $ 5.30 , $ 9.99 
533906,1/21/21,9,FAN-8850457,PROD-0001, $ 125.70 , $ 249.99 
533906,1/21/21,3,FAN-8850457,PROD-0002, $ 703.30 ," $ 1,399.99 "
541734,3/12/21,4,FAN-2410974,PROD-0004, $ 9.40 , $ 9.99 
548404,5/3/21,6,FAN-2390444,PROD-0005," $ 1,682.10 "," $ 3,359.99 "
557279,8/15/21,6,FAN-5102264,PROD-0010, $ 16.60 , $ 29.99 
557279,8/15/21,9,FAN-5102264,PROD-0011, $ 294.00 , $ 579.99 
557279,8/15/21,6,FAN-5102264,PROD-0012, $ 18.70 , $ 29.99 
557279,8/15/21,5,FAN-5102264,PROD-0013, $ 96.10 , $ 189.99 
557279,8/15/21,8,FAN-5102264,PROD-0014, $ 14.40 , $ 19.99 
557279,8/15/21,1,FAN-5102264,PROD-0015, $ 142.20 , $ 279.99 
557279,8/15/21,2,FAN-5102264,PROD-0016, $ 46.40 , $ 89.99 
557279,8/15/21,4,FAN-5102264,PROD-0017, $ 5.30 , $ 9.99 
557279,8/15/21,4,FAN-5102264,PROD-0018, $ 15.40 , $ 29.99 
557647,8/17/21,6,FAN-5102264,PROD-0019, $ 6.20 , $ 9.99 
563077,8/9/21,5,FAN-3347106,PROD-0003, $ 55.00 , $ 109.99 
564109,1/31/21,9,FAN-9606728,PROD-0004, $ 9.40 , $ 9.99 
575155,6/10/21,7,FAN-7007002,PROD-0018, $ 15.40 , $ 29.99 
586372,10/16/21,5,FAN-3961981,PROD-0007, $ 241.50 , $ 479.99 
590328,4/13/21,6,FAN-8771501,PROD-0008, $ 92.60 , $ 179.99 
594180,1/5/21,8,FAN-2410974,PROD-0010, $ 16.60 , $ 29.99 
